1337,watina video ekak ayiye,positive,youtube,HOd9I3wSc2A,,,
1338,me video eka godak watinawa mama ol karanne,positive,youtube,HOd9I3wSc2A,,,
1339,padam karanna welawa madi exam lagai,negative,youtube,HOd9I3wSc2A,,,
1340,kochchara padam kalath widyawa therennema ne,negative,youtube,HOd9I3wSc2A,,,
1341,exam ekata giyaama mathaka ne kiyala theruna,negative,youtube,HOd9I3wSc2A,,,
1342,mama al student kenek commerce stream,neutral,youtube,HOd9I3wSc2A,,,
1343,thank you very much meka thamai hoya hoya hitiye,positive,youtube,HOd9I3wSc2A,,,
1344,thank u akke kiyapu dewal hadavathata danuna,positive,youtube,liaPokg9j74,,,
1345,this is a great video toxic relationships dangerous,positive,youtube,liaPokg9j74,,,
1346,me video eka hithata loku sahanayak,positive,youtube,liaPokg9j74,,,
1347,watinama adahasak thank you,positive,youtube,liaPokg9j74,,,
1348,me video eka balala mama theruna toxic relationship ekak kiyala,positive,youtube,liaPokg9j74,,,
1349,thanks akke awashya welawe awashya de hambuna,positive,youtube,liaPokg9j74,,,
1350,me video eka ahuwata passe mage durwalakama theruna,positive,youtube,liaPokg9j74,,,
1351,me video eka mage jeeviteta godak watinawa,positive,youtube,liaPokg9j74,,,
1352,oyage video nisa mama jeewath wenawa,positive,youtube,liaPokg9j74,,,
1353,marai akka jivita dinna oyagen,positive,youtube,liaPokg9j74,,,
1354,relationship advice gaanu lamayekuta godak watinawa,positive,youtube,liaPokg9j74,,,
1355,toxic relationship destroyed my life trying to start new story,negative,youtube,liaPokg9j74,,,
1356,no more toxic relationships in my life,positive,youtube,liaPokg9j74,,,
1357,harima welawata harima video ekak thanks,positive,youtube,liaPokg9j74,,,
1358,oyage advice eka jivite hadaganna hondai,positive,youtube,liaPokg9j74,,,
1359,mehema relationship ekaka hitiya kiyala adai therune,positive,youtube,liaPokg9j74,,,
1360,mama lassana kenek neme e nisa mawa us karanawa,negative,youtube,liaPokg9j74,,,
1361,oyage wachana hitha hadanna loku shakthiyak,positive,youtube,liaPokg9j74,,,
1362,mamath meka dekka dawase sita ahanawa nimeta ninda yanawa puthe,positive,youtube,GhQmrW4LoBQ,,,
1363,ane mata nsm nindagiye natha karume thamai,negative,youtube,GhQmrW4LoBQ,,,
1364,ko mata ninda yanne ne,negative,youtube,GhQmrW4LoBQ,,,
1365,aiye oyawa contact karagann puluwann namabreyak awann ko,neutral,youtube,GhQmrW4LoBQ,,,
1366,attatama ninda yanawa anaa oyage kata hadar lassanai,positive,youtube,GhQmrW4LoBQ,,,
1367,mta dan satiyak vitra ninda yannha ada idla balmu deviyane,negative,youtube,GhQmrW4LoBQ,,,
1368,im a councillor oyage voice eka too much energetic eka low tone wenna oni good job,neutral,youtube,GhQmrW4LoBQ,,,
1369,ane manda magak dura yaddima ninda giya thanks ninda noyana mt nindak genalla dunnata,positive,youtube,GhQmrW4LoBQ,,,
1370,oyage kata hadaa ahanakota hitha niwenawa prashna amathaka wenawa oyata godak pin,positive,youtube,GhQmrW4LoBQ,,,
1371,mamath dura rataka inna kenek nidaganna amarui ninda paya dekak wage thamai duka thamai ithuruwela thiyenne,negative,youtube,GhQmrW4LoBQ,,,
1372,mama nida yanathuwa hitiya jivitha apa wala thiyane eiya mama hodata nida gatha,positive,youtube,GhQmrW4LoBQ,,,
1373,boru kiyannepa pakko,negative,youtube,GhQmrW4LoBQ,,,
1374,boru kiyannepa pakyo minissu rawattanna,negative,youtube,GhQmrW4LoBQ,,,
1375,oyata godak pin hemada nindayanne 3 pahuwanwa budusaranai,positive,youtube,GhQmrW4LoBQ,,,
1376,sathakinma aettha rate nethi dewal kalpana wenawa mata nam pisshu wage,negative,youtube,GhQmrW4LoBQ,,,
1377,hmdama meka dgena nida gnne kawadawath awasan wenkn blanne ne nind gihin tnx,positive,youtube,GhQmrW4LoBQ,,,
1378,mata nam prashna na ekama prashna ninda yanne na,negative,youtube,GhQmrW4LoBQ,,,
1379,thank you abhi,positive,youtube,GhQmrW4LoBQ,,,
1380,ninda yagana enakota video eka baluwata passe nindath nathiva giya,negative,youtube,GhQmrW4LoBQ,,,
1381,ane ninda giya hodata thank you oyata,positive,youtube,GhQmrW4LoBQ,,,
1382,matath ninda yanne na,negative,youtube,GhQmrW4LoBQ,,,
1383,harriman sanerpai honda nindak labenava thank you,positive,youtube,GhQmrW4LoBQ,,,
1384,adath mama oya nisa nida gannawa malli budu saranai,positive,youtube,GhQmrW4LoBQ,,,
1385,ane math ninda yanne neha ekamai me video eka dekke thanks,negative,youtube,GhQmrW4LoBQ,,,
1386,ane matah nindak yanne naha,negative,youtube,GhQmrW4LoBQ,,,
1387,ane ayye hodatama ninda giya budu saranai,positive,youtube,GhQmrW4LoBQ,,,
1388,ammo mama meka iye re ahuwa sampurna ahanna beri una ninda giya,positive,youtube,GhQmrW4LoBQ,,,
1389,wasara 5 wenawa nindak na uk wala inne lede k balanawa mama nisa neme,negative,youtube,GhQmrW4LoBQ,,,
1390,meka maara aththak viswasa karandath be,neutral,youtube,GhQmrW4LoBQ,,,
1391,good night abhi,positive,youtube,GhQmrW4LoBQ,,,
1392,ninda nathuwa mara dukak widinne thanks oyage dewal kanthareta watena wahi bindu wage,negative,youtube,GhQmrW4LoBQ,,,
1393,video eke thawa tikak thibbnan kiyla hithuna,neutral,youtube,k7ZRvzhKVfc,,,
1394,salli walata hama dema ganna ba bn,neutral,youtube,k7ZRvzhKVfc,,,
1395,hoda youtube video thiyanawa hoda video ewata views na eka patta attha,neutral,youtube,k7ZRvzhKVfc,,,
1396,salli gana igena ganna puluwan youtube channels danna puluwnda,neutral,youtube,k7ZRvzhKVfc,,,
1397,video eka balala mage jeewitheta godak watinawa thanks,positive,youtube,k7ZRvzhKVfc,,,
1398,kohomada channel akak karanne mama danna,neutral,youtube,k7ZRvzhKVfc,,,
1399,patta video supiri,positive,youtube,k7ZRvzhKVfc,,,
1400,loku shakteyak labuna godak pin,positive,youtube,k7ZRvzhKVfc,,,
1401,oyage katawa marama supiri aththa lankawe minissu hadanna ba good job,positive,youtube,k7ZRvzhKVfc,,,
1402,aniwamn e widiyata karanawa jaya wewa,positive,youtube,k7ZRvzhKVfc,,,
1403,patta maru bro,positive,youtube,k7ZRvzhKVfc,,,
1404,oya kiyapu dewal nam hariyata hari,positive,youtube,k7ZRvzhKVfc,,,
1405,mama jievithe godanagena yanawa sir ge video balagena hitha shaktimath karagena,positive,youtube,k7ZRvzhKVfc,,,
1406,mama maseta 125000k hoyanawa ada idan mage target pata gannawa,positive,youtube,k7ZRvzhKVfc,,,
1407,supiri jaya wewa oyata ape moleta mewa danawata,positive,youtube,k7ZRvzhKVfc,,,
1408,api godak dewal maga harinawa hitha hadagena patan gannawa budusaranai,positive,youtube,k7ZRvzhKVfc,,,
1409,bro wadinna one hema widihatama waduna,positive,youtube,k7ZRvzhKVfc,,,
1410,godak hoda video ekak mama dukin inna welawak baluwe,positive,youtube,k7ZRvzhKVfc,,,
1411,thanks godak watinawa,positive,youtube,k7ZRvzhKVfc,,,
1412,ammala thathala wenas wela bn aka nisa salli na,negative,youtube,k7ZRvzhKVfc,,,
1413,thank u thawa business ideas denna puluwan da,neutral,youtube,k7ZRvzhKVfc,,,
1414,oyage video motivation video neme unata motivate wenawa,positive,youtube,k7ZRvzhKVfc,,,
1415,oyage video nisa mama discipline hadagaththa thanks,positive,youtube,k7ZRvzhKVfc,,,
1416,relationship wala athi wena sakaya nathi karaganne kohomada video ekak karanna,neutral,youtube,Uc9lRDasCpQ,,,
1417,mama hitha hada gaththa dan mage gamana yanwa thanks,positive,youtube,Uc9lRDasCpQ,,,
1418,man overthinker kenek godak kal hitiyama thanks oyage video walata,negative,youtube,Uc9lRDasCpQ,,,
1419,giya un giya mama mage gamana yanawa,positive,youtube,Uc9lRDasCpQ,,,
1420,supiri bn uba,positive,youtube,Uc9lRDasCpQ,,,
1421,manadikawa watila hitiye dan podi balaporoththuwak thiyenawa thank you,positive,youtube,Uc9lRDasCpQ,,,
1422,mekanam aththatama watina kathawak,positive,youtube,Uc9lRDasCpQ,,,
1423,matama kiyala karapu video ekak wage,positive,youtube,Uc9lRDasCpQ,,,
1424,thanks oyata hitha hadanawata,positive,youtube,Uc9lRDasCpQ,,,
1425,me video eka balapu gaman hitha haduna jivithe aluthen patan ganna hithuna,positive,youtube,Uc9lRDasCpQ,,,
1426,man den hithanne man gena witharai giya unta wadak ne,positive,youtube,Uc9lRDasCpQ,,,
1427,super moral ekak hithata awa thank you,positive,youtube,Uc9lRDasCpQ,,,
1428,mage hitata loku haiyak awa meka ahala,positive,youtube,Uc9lRDasCpQ,,,
1429,ape hitha hadagena jivithe dinana eka thamai hodama,positive,youtube,Uc9lRDasCpQ,,,
1430,onama welawe hambuna hodama motivation eka,positive,youtube,Uc9lRDasCpQ,,,
1431,akki mn university student kenekadai oyage videos dkke thank you me dewl share karanawata adarei,positive,youtube,DUVl8vPGqmc,,,
1432,exam atha laga thiyan meva blana mama hari lassanai video eka,positive,youtube,DUVl8vPGqmc,,,
1433,ane matath asay uk university ekakata yanna,positive,youtube,DUVl8vPGqmc,,,
1434,harima lassnai hamadama sathutin inna hodata wada tika karanna,positive,youtube,DUVl8vPGqmc,,,
1435,ane shoi thwa vlog ekak genna ikmanata,positive,youtube,DUVl8vPGqmc,,,
1436,oya kohomada giya kiyannako oya campus ekata,neutral,youtube,DUVl8vPGqmc,,,
1437,akki mtth asi finland enn degree ek iwara krl enn try krnnm oni,positive,youtube,DUVl8vPGqmc,,,
1438,oyalaga video harima lassanai,positive,youtube,DUVl8vPGqmc,,,
1439,lassanai thawa wisthara danna,positive,youtube,DUVl8vPGqmc,,,
1440,math palaweni parata dakke ane shok akka,positive,youtube,DUVl8vPGqmc,,,
1441,man harima asa charithyak emasha akki oya adarei godaak,positive,youtube,DUVl8vPGqmc,,,
1442,math wasana wanyha una finland uni ekakata yanna dan inne ireland wala,positive,youtube,DUVl8vPGqmc,,,
1443,oyala finnish language ekend ehedi communicate karanne shops walata gyama,neutral,youtube,DUVl8vPGqmc,,,
1444,harima lassanai dear,positive,youtube,DUVl8vPGqmc,,,
1445,mayavi palui oya nathuwa anyways all the best,neutral,youtube,DUVl8vPGqmc,,,
1446,igana gannawa kiwama hari asa hithuna mn ehema vlog balanne na eth university ewa balnaw,positive,youtube,DUVl8vPGqmc,,,
1447,cute ane oyala,positive,youtube,DUVl8vPGqmc,,,
1448,harima lassanai hodata igenagena hoda rakiyawak karanna adarei sathutin inna,positive,youtube,DUVl8vPGqmc,,,
1449,koheda akki oyala inne finland wala,neutral,youtube,DUVl8vPGqmc,,,
1450,akke ohe studies gana poddak kiyala dennko university cost ehama,neutral,youtube,DUVl8vPGqmc,,,
1451,me video eka hithata mara widihata danuna university video ekak one,positive,youtube,DUVl8vPGqmc,,,
1452,me wage life partner kenek inna eka marama lucky nangi,positive,youtube,DUVl8vPGqmc,,,
1453,harim lassani dennm,positive,youtube,DUVl8vPGqmc,,,
1454,look ekath niyamai good luck oyata,positive,youtube,DUVl8vPGqmc,,,
1455,hrima lassanai videos finland university gana vistara genna asai,positive,youtube,DUVl8vPGqmc,,,
1456,hari adari oyalay,positive,youtube,DUVl8vPGqmc,,,
1457,oyawa dakla purdui wage oya niliyekda,neutral,youtube,DUVl8vPGqmc,,,
1458,finland enne kohomada kochchara cost ekak yanawada,neutral,youtube,DUVl8vPGqmc,,,
1459,oyala kohomada awe video ekak dennako,neutral,youtube,DUVl8vPGqmc,,,
1460,mama asama dennek,positive,youtube,DUVl8vPGqmc,,,
1461,finland yanna epa hithana tharam lassana na life eka,negative,youtube,DUVl8vPGqmc,,,
1462,harima lassanai vlog eka budusaranai,positive,youtube,DUVl8vPGqmc,,,
1463,finland walata giye kohomada studentslata part time job puluwanda,neutral,youtube,DUVl8vPGqmc,,,
1464,oyage habiya babek wage ane love you,positive,youtube,DUVl8vPGqmc,,,
1465,lassanai duwa parissamin inna,positive,youtube,DUVl8vPGqmc,,,
1466,ane so beautiful couple,positive,youtube,DUVl8vPGqmc,,,
1467,oya rata gihin hodata iganaganna duwa suba pathanawa,positive,youtube,DUVl8vPGqmc,,,
1468,oyalata godak adarei,positive,youtube,DUVl8vPGqmc,,,
1469,student visa process gena video ekak karanko,neutral,youtube,DUVl8vPGqmc,,,
1470,akki harim lassnaii oyla denna,positive,youtube,DUVl8vPGqmc,,,
1471,akki oya use karana products kiyannako,neutral,youtube,DUVl8vPGqmc,,,
1472,finland jiwath wenna hoda ratak kiyannawa aththada,neutral,youtube,DUVl8vPGqmc,,,
1473,finland job hoyaganna amarui kiyala kiyanawa e aththakda,neutral,youtube,DUVl8vPGqmc,,,
1474,ane shok rata oyala lucky,positive,youtube,DUVl8vPGqmc,,,
1475,woow oyge me vlogs balanna mama asai,positive,youtube,DUVl8vPGqmc,,,
1476,finland yanna epa lassana na kiyala hithanawa,negative,youtube,DUVl8vPGqmc,,,
1477,math asai wena rataka jiwath wenna jaya wewa,positive,youtube,DUVl8vPGqmc,,,
1478,godak lassanai vlog eka,positive,youtube,DUVl8vPGqmc,,,
1479,me vlog eka baluwama mata igena ganna asa hithuna thank u,positive,youtube,DUVl8vPGqmc,,,
1480,thank you me dewal share karanawata apiwa motivate wenawa,positive,youtube,DUVl8vPGqmc,,,
1481,harima lassanai video eka,positive,youtube,DUVl8vPGqmc,,,
1482,first time oyage vlog eka beluwe harma lassanai,positive,youtube,DUVl8vPGqmc,,,
1483,ane harima asa hithena ratak,positive,youtube,DUVl8vPGqmc,,,
1484,finland lassanai nature ekath lassanai,positive,youtube,DUVl8vPGqmc,,,
1485,oya denna adarshayak adarei godaak,positive,youtube,DUVl8vPGqmc,,,
1486,akka monada studies karanne matath asai finland enna,positive,youtube,DUVl8vPGqmc,,,
1487,ikmanata 100k labenna kiyala prarthana karanawa,positive,youtube,DUVl8vPGqmc,,,
1488,mama finland giya lassan ratak,positive,youtube,DUVl8vPGqmc,,,
1489,oya giye kohomda kiyala video ekak karanna,neutral,youtube,DUVl8vPGqmc,,,
1490,lassani oyage vlog,positive,youtube,DUVl8vPGqmc,,,
1491,oyage katahada lassanai akkiyo,positive,youtube,DUVl8vPGqmc,,,
1492,ratata yanne kohomda job ekak vage karanna puluwanda,neutral,youtube,DUVl8vPGqmc,,,
1493,wooow mara lassanay,positive,youtube,DUVl8vPGqmc,,,
1494,oyala denna lassanai videos balanawa asawen,positive,youtube,DUVl8vPGqmc,,,
1495,oyala denna lassanai videos danakan balan inne adarei,positive,youtube,DUVl8vPGqmc,,,
1496,me video eka balapu nisa mage kammalikam nathi una,positive,youtube,DUVl8vPGqmc,,,
1497,finland wage rataka jiwath wenna asai,positive,youtube,DUVl8vPGqmc,,,
1498,marama lassanai oyala denna,positive,youtube,DUVl8vPGqmc,,,
1499,wow marama lassanai lovely couple stay safe,positive,youtube,DUVl8vPGqmc,,,
1500,mage degree eka karana gaman inne masters karanna motivation ekak awa,positive,youtube,DUVl8vPGqmc,,,
1501,lassanai akki vlog eka,positive,youtube,DUVl8vPGqmc,,,
1502,lassana dewal share karanawata thank you sathutin inna,positive,youtube,DUVl8vPGqmc,,,
1503,lassana life ekak enjoy karanawa dakkama asa hithenawa,positive,youtube,DUVl8vPGqmc,,,
1504,student nisa income enne kohomda kiyanna,neutral,youtube,DUVl8vPGqmc,,,
1505,lassanai akkiya video eka,positive,youtube,DUVl8vPGqmc,,,
1506,vlog eka lassanai akki,positive,youtube,DUVl8vPGqmc,,,
1507,university eka lassanai thawa vlogs genna,positive,youtube,DUVl8vPGqmc,,,
1508,oyage ahinsaka munata mama asa,positive,youtube,DUVl8vPGqmc,,,
1509,lassanai video one digatama,positive,youtube,DUVl8vPGqmc,,,
1510,oya mage role model good luck,positive,youtube,DUVl8vPGqmc,,,
1511,hr walin ahanna ne gap ekak thiyenawa,negative,youtube,R9prexEHK1w,,,
1512,me dewal kathawata pamanak simawevi wage,negative,youtube,GLt_wJoCoPQ,,,
1513,ane lassanai movie eka,positive,youtube,HQDqlFrGZVQ,,,
1514,lassanai kathawa asawen baluwa,positive,youtube,HQDqlFrGZVQ,,,
1515,ane patta dukai mata,negative,youtube,HQDqlFrGZVQ,,,
1516,ඇත්තටම මාත් bachelor එකක් කරලා ඉන්නේ මේක මගේ passion එක නෙවේ...,neutral,youtube,x4jCX2iklw4,,,
1517,i watch your every video without skipping...,neutral,youtube,x4jCX2iklw4,,,
1518,oya thanikarama karala thiyenne gap fill...,neutral,youtube,x4jCX2iklw4,,,
1519,video aka supiri,positive,youtube,x4jCX2iklw4,,,
1520,me staff eka hoyagtte kohend...,neutral,youtube,x4jCX2iklw4,,,
1521,business වල එක පාර උඩ යනව...,neutral,youtube,x4jCX2iklw4,,,
1522,wow පට්ට වාහනේ,neutral,youtube,x4jCX2iklw4,,,
1523,machang joel audio eka poddak awul but love the advice,neutral,youtube,x4jCX2iklw4,,,
1524,aiyee mn it degree 1k කරන කෙනෙක්...,neutral,youtube,x4jCX2iklw4,,,
1525,very important vedio aiye...,neutral,youtube,x4jCX2iklw4,,,
1526,මුන්ගේ ජොබ් වලට කේලේවේනවා ai නිසා...,neutral,youtube,D23u04Lehdg,,,
1527,great video 100 ඇත්ත...,positive,youtube,D23u04Lehdg,,,
1528,twenty your life on කතාවෙ review එකක් ඕනේ,neutral,youtube,BimpCtMpUzI,,,
1529,me kathawa thanikarama kumariyage dina potha kiyana potha wagemayi,neutral,youtube,BimpCtMpUzI,,,
1530,lassana y awasan wenakkan baluwa thanks hadawatama danuna adarshawath,positive,youtube,BimpCtMpUzI,,,
1531,oyage reviews walata hari a kamathi i ayye,neutral,youtube,BimpCtMpUzI,,,
1532,twice what is love මතක් උනේ කාටද,positive,youtube,BimpCtMpUzI,,,
1533,lassanai thanks paluwata hodai aney welawa giya dannema nethiwa,positive,youtube,BimpCtMpUzI,,,
1534,miya godak lassanaine adha kathawa maru,positive,youtube,BimpCtMpUzI,,,
1535,ado anne hathaway young kale mara lassanai ban e wagema cute,positive,youtube,BimpCtMpUzI,,,
1536,meeka mara lassana kathawak wageema godak adarsha gana puluwan kathawak,positive,youtube,BimpCtMpUzI,,,
1537,ලස්සනයි kathaw mewage thawa lassan katha genna,neutral,youtube,BimpCtMpUzI,,,
1538,sha patta kathava digatama මේ වගේ කතා ඔනි,positive,youtube,BimpCtMpUzI,,,
1539,anee back ground music eka wenas karandoooooමම ඔයාගේ චැනල් එකේ බැලුවේ,neutral,youtube,BimpCtMpUzI,,,
1540,elaga video eken love karala room yana ekak ona e witharak newei,positive,youtube,BimpCtMpUzI,,,
1541,hrima lassana katawak samagama luku paniwidayak denawa,positive,youtube,BimpCtMpUzI,,,
1542,man oke novel eka kiyawala thiyenawa oya dana reviews godak lassanai,positive,youtube,BimpCtMpUzI,,,
1543,ඔයාගේ කටහඩ මරු ලස්සනයි movie එකත් හොදයි,neutral,youtube,BimpCtMpUzI,,,
1544,මේ දාන විඩියෝ ලස්සනයි එවගේම හොදට පැහැදිලි කරනවා super,neutral,youtube,BimpCtMpUzI,,,
1545,lassana review ekak thawath me wage review oni,positive,youtube,BimpCtMpUzI,,,
1546,wow ලස්සන කතාවක්,neutral,youtube,BimpCtMpUzI,,,
1547,vidiyo eka patta,positive,youtube,BimpCtMpUzI,,,
1548,hi akki mama oyage vlog walata kamathi love you,positive,youtube,2ygTD_CvlJM,,,
1549,mata ilaga vlog eka ikmanata balanna one eka 500 ne,neutral,youtube,2ygTD_CvlJM,,,
1550,1st comment yeahoo please like to my comment voice message ekak dannako please ane me 12 weni comment eka voice message ekak dannako please,neutral,youtube,2ygTD_CvlJM,,,
1551,dapu gaman winadi 3n balapu mama,neutral,youtube,2ygTD_CvlJM,,,
